The Pew Charitable Trusts
Read more about our sources and methodology: https://www.pewtrusts.org/en/research-and-analysis/data-visualizations/2014/fiscal-50/reserves-and-balances
Reserves and Balances: Reserves and Balances Data 

State/Region,Total balances: days 2000,Total balances: days 2001,Total balances: days 2002,Total balances: days 2003,Total balances: days 2004,Total balances: days 2005,Total balances: days 2006,Total balances: days 2007,Total balances: days 2008,Total balances: days 2009,Total balances: days 2010,Total balances: days 2011,Total balances: days 2012,Total balances: days 2013,Total balances: days 2014,Total balances: days 2015,Total balances: days 2016,Total balances: days 2017,Total balances: days 2018,Total balances: days 2019,Total balances: days 2020,Total balances: days 2021,Total balances: days 2022,Total balances: days 2023,Total balances: days 2024,Total balances: balances 2000,Total balances: balances 2001,Total balances: balances 2002,Total balances: balances 2003,Total balances: balances 2004,Total balances: balances 2005,Total balances: balances 2006,Total balances: balances 2007,Total balances: balances 2008,Total balances: balances 2009,Total balances: balances 2010,Total balances: balances 2011,Total balances: balances 2012,Total balances: balances 2013,Total balances: balances 2014,Total balances: balances 2015,Total balances: balances 2016,Total balances: balances 2017,Total balances: balances 2018,Total balances: balances 2019,Total balances: balances 2020,Total balances: balances 2021,Total balances: balances 2022,Total balances: balances 2023,Total balances: balances 2024,Total balances: % of state spending 2000,Total balances: % of state spending 2001,Total balances: % of state spending 2002,Total balances: % of state spending 2003,Total balances: % of state spending 2004,Total balances: % of state spending 2005,Total balances: % of state spending 2006,Total balances: % of state spending 2007,Total balances: % of state spending 2008,Total balances: % of state spending 2009,Total balances: % of state spending 2010,Total balances: % of state spending 2011,Total balances: % of state spending 2012,Total balances: % of state spending 2013,Total balances: % of state spending 2014,Total balances: % of state spending 2015,Total balances: % of state spending 2016,Total balances: % of state spending 2017,Total balances: % of state spending 2018,Total balances: % of state spending 2019,Total balances: % of state spending 2020,Total balances: % of state spending 2021,Total balances: % of state spending 2022,Total balances: % of state spending 2023,Total balances: % of state spending 2024,Rainy day funds: days 2000,Rainy day funds: days 2001,Rainy day funds: days 2002,Rainy day funds: days 2003,Rainy day funds: days 2004,Rainy day funds: days 2005,Rainy day funds: days 2006,Rainy day funds: days 2007,Rainy day funds: days 2008,Rainy day funds: days 2009,Rainy day funds: days 2010,Rainy day funds: days 2011,Rainy day funds: days 2012,Rainy day funds: days 2013,Rainy day funds: days 2014,Rainy day funds: days 2015,Rainy day funds: days 2016,Rainy day funds: days 2017,Rainy day funds: days 2018,Rainy day funds: days 2019,Rainy day funds: days 2020,Rainy day funds: days 2021,Rainy day funds: days 2022,Rainy day funds: days 2023,Rainy day funds: days 2024,Rainy day funds: balances 2000,Rainy day funds: balances 2001,Rainy day funds: balances 2002,Rainy day funds: balances 2003,Rainy day funds: balances 2004,Rainy day funds: balances 2005,Rainy day funds: balances 2006,Rainy day funds: balances 2007,Rainy day funds: balances 2008,Rainy day funds: balances 2009,Rainy day funds: balances 2010,Rainy day funds: balances 2011,Rainy day funds: balances 2012,Rainy day funds: balances 2013,Rainy day funds: balances 2014,Rainy day funds: balances 2015,Rainy day funds: balances 2016,Rainy day funds: balances 2017,Rainy day funds: balances 2018,Rainy day funds: balances 2019,Rainy day funds: balances 2020,Rainy day funds: balances 2021,Rainy day funds: balances 2022,Rainy day funds: balances 2023,Rainy day funds: balances 2024,Rainy day funds: % of state spending 2000,Rainy day funds: % of state spending 2001,Rainy day funds: % of state spending 2002,Rainy day funds: % of state spending 2003,Rainy day funds: % of state spending 2004,Rainy day funds: % of state spending 2005,Rainy day funds: % of state spending 2006,Rainy day funds: % of state spending 2007,Rainy day funds: % of state spending 2008,Rainy day funds: % of state spending 2009,Rainy day funds: % of state spending 2010,Rainy day funds: % of state spending 2011,Rainy day funds: % of state spending 2012,Rainy day funds: % of state spending 2013,Rainy day funds: % of state spending 2014,Rainy day funds: % of state spending 2015,Rainy day funds: % of state spending 2016,Rainy day funds: % of state spending 2017,Rainy day funds: % of state spending 2018,Rainy day funds: % of state spending 2019,Rainy day funds: % of state spending 2020,Rainy day funds: % of state spending 2021,Rainy day funds: % of state spending 2022,Rainy day funds: % of state spending 2023,Rainy day funds: % of state spending 2024
Montana,58.14199352,49.54349191,21.88384956,12.25767493,38.50733068,79.53755907,98.33660965,118.1910675,76.49300486,77.11951023,66.06200105,71.42076346,92.90143922,98.28258801,70.78130713,76.53684209,40.38760192,7.393538292,29.79168488,63.91369419,84.86002791,112.8060558,261.9685226,103.072327,129.4168121,175963000,172900000,81300000,43100000,135254050,297440555,422120000,549550297,433580829.4,392570000,310600000,341900000,451656000,537700000,424300000,455153067,256500000,47900000,186700000,421200000,566400000,834146697.7,1972300000,1347000000,1219000000,0.159293133,0.135735594,0.059955752,0.033582671,0.105499536,0.217911121,0.269415369,0.323811144,0.209569876,0.211286329,0.180991784,0.195673325,0.254524491,0.269267364,0.193921389,0.209689978,0.110650964,0.020256269,0.081621054,0.175106011,0.232493227,0.309057687,0.71772198,0.282389937,0.354566608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.104514842,17.0798785,15.41682104,15.67321689,37.95387841,52.6585224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000000,114000000,114000000,118000000,496000000,496000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024943876,0.046794188,0.042237866,0.04294032,0.103983229,0.144269924
Nebraska,71.28407491,59.7899431,23.32954939,8.612829324,37.34323432,77.88652404,105.1011729,129.34432,126.9789999,109.9298504,84.18246302,89.60998886,98.23867429,121.8937705,134.0900818,132.2291832,109.8236247,78.27932277,66.59401798,89.4402968,92.24392033,186.7741935,267.3125,240.9254948,124.4565623,457800000,405900000,166100000,61800000,263500000,580500000,839600000,1107400000,1129800000,1002500000,764100000,815500000,927400000,1198700000,1392700000,1460100000,1262400000,928500000,793600000,1070000000,1136900000,2316000000,3421600000,3402000000,1829000000,0.195298835,0.163808063,0.063916574,0.023596793,0.102310231,0.213387737,0.287948419,0.354368,0.347887671,0.301177672,0.230636885,0.245506819,0.269147053,0.333955536,0.367370087,0.362271735,0.300886643,0.214463898,0.182449364,0.245041909,0.252723069,0.511710119,0.732363014,0.660069849,0.340976883,22.14197347,25.0708261,15.45003271,8.236540664,12.32964473,23.77518012,34.24926264,60.28048,61.30912058,63.40293216,51.47238153,34.41551013,45.43300345,39.05847774,69.23542601,65.91082771,63.56790447,57.38797524,28.53070327,27.87695232,34.58842751,37.66129032,72.4609375,109.6274738,62.80667412,142200000,170200000,110000000,59100000,87000000,177200000,273600000,516100000,545500000,578200000,467200000,313200000,428900000,384100000,719100000,727800000,730700000,680700000,340000000,333500000,426300000,467000000,927500000,1548000000,923000000,0.060662941,0.068687195,0.042328857,0.022565865,0.033779849,0.06513748,0.093833596,0.165152,0.167970193,0.173706663,0.141020223,0.094289069,0.124473982,0.107009528,0.189686099,0.18057761,0.174158642,0.157227329,0.07816631,0.076375212,0.094762815,0.103181617,0.198523116,0.300349243,0.17207308
Nevada,69.15707505,52.02088886,43.75595427,19.53596857,44.80955171,37.21319404,66.6170104,41.25593371,41.24599849,20.53301843,35.63054647,34.81151786,44.57661093,42.67876687,23.46824673,25.94415363,42.3082688,53.07593985,54.93168243,56.53824395,46.9354586,90.91449844,175.5273904,74.47878161,101.7920473,304621000,262000000,226500000,109000000,293300000,316200000,535400000,406001000,388300000,212472150,313500000,324100000,374700000,384600000,211600000,241700000,417600000,580200000,604700000,684500000,574400000,1138224612,2181894098,1380000000,1557000000,0.189471438,0.142522983,0.119879327,0.053523202,0.122765895,0.101953956,0.182512357,0.113029955,0.113002736,0.056254845,0.097617936,0.095374022,0.122127701,0.116928128,0.064296566,0.071079873,0.115913065,0.145413534,0.15049776,0.154899298,0.128590298,0.249080818,0.48089696,0.204051456,0.278882321,30.95303597,27.06277539,26.27289086,0.23299779,10.99995814,18.32414393,22.89415374,27.19226766,7.711716431,0.057983181,0,0,4.663472507,9.399094005,3.11652993,0,0,13.37418546,16.34233449,27.39771442,0,7.787710353,27.35878904,63.3609345,80.47913308,136341000,136300000,136000000,1300000,72000000,155700000,184000000,267600000,72600000,600000,0,0,39200000,84700000,28100000,0,0,146200000,179900000,331700000,0,97500000,340083563,1174000000,1231000000,0.084802838,0.07414459,0.071980523,0.00063835,0.030136872,0.050203134,0.062723709,0.074499363,0.02112799,0.000158858,0,0,0.012776637,0.025750942,0.008538438,0,0,0.036641604,0.044773519,0.075062231,0,0.021336193,0.074955586,0.173591601,0.220490776
New Hampshire,8.521400778,18.95390405,-11.78723586,5.010712585,9.185579744,27.41564128,25.99910025,40.27051761,25.36181628,2.394708995,19.4825991,7.51544269,6.796856106,23.69639589,9.103117506,20.27619122,47.8736089,24.152991,44.7483545,74.65909091,13.9029086,58.60185589,93.83897461,50.0678839,65.91644205,24000000,55200000,-37900000,17300000,32600000,99500000,95000000,150700000,106200000,9300000,75000000,27000000,23100000,81600000,31200000,71000000,181500000,100000000,184400000,307800000,64300000,257800000,413200000,293000000,335000000,0.023346304,0.051928504,-0.032293797,0.01372798,0.025165972,0.075111346,0.071230412,0.110330185,0.069484428,0.006560847,0.053376984,0.020590254,0.018621524,0.064921633,0.024940048,0.055551209,0.131160572,0.066172578,0.122598232,0.204545455,0.038090161,0.16055303,0.257093081,0.137172285,0.180592992,7.101167315,18.95390405,0,5.010712585,4.874556122,4.766739639,18.88355702,23.7828538,21.25425281,2.394708995,2.415842289,2.588652482,2.736396614,2.700692179,2.713429257,6.368437524,24.53027894,24.152991,26.69370388,27.96683945,24.97334281,58.60185589,36.31377551,50.0678839,57.65229111,20000000,55200000,0,17300000,17300000,17300000,69000000,89000000,89000000,9300000,9300000,9300000,9300000,9300000,9300000,22300000,93000000,100000000,110000000,115300000,115500000,257800000,159900000,293000000,293000000,0.019455253,0.051928504,0,0.01372798,0.013354948,0.013059561,0.051735773,0.065158504,0.05823083,0.006560847,0.006618746,0.007092199,0.007496977,0.007399157,0.007434053,0.017447774,0.067206244,0.066172578,0.073133435,0.076621478,0.068420117,0.16055303,0.099489796,0.137172285,0.157951482
New Jersey,24.0851042,22.62538021,4.850228215,5.77666422,12.49730134,10.201155,23.16453822,31.16301954,14.36882018,7.395898627,10.30791784,11.27213505,5.298419832,3.597202353,3.295424757,9.088716366,5.122864009,8.341226926,10.11877143,16.43994497,20.70008416,56.06326513,58.13211932,74.79193454,54.31099885,1284000000,1290000000,292300000,373000000,834200000,778200000,1779100000,2585600000,1303500000,614200000,804300000,869900000,443800000,310000000,296200000,816600000,473100000,786500000,990600000,1712200000,2163000000,6884400000,8319200000,10518000000,8159000000,0.065986587,0.061987343,0.013288296,0.015826477,0.034239182,0.02794837,0.063464488,0.085378136,0.039366631,0.020262736,0.028240871,0.030882562,0.014516219,0.009855349,0.009028561,0.024900593,0.014035244,0.022852677,0.027722661,0.045040945,0.056712559,0.153597987,0.15926608,0.20490941,0.148797257,13.09674435,12.62811919,0,0,4.230685563,3.784468579,7.288802483,5.840655658,8.098789555,0,0,0,0,0,0,0,0,0,0,4.03845395,0.064119539,19.92638479,0,2.175920514,2.036912078,698200000,720000000,0,0,282400000,288700000,559800000,484600000,734700000,0,0,0,0,0,0,0,0,0,0,420600000,6700000,2446900000,0,306000000,306000000,0.035881491,0.034597587,0,0,0.011590919,0.010368407,0.019969322,0.016001796,0.022188465,0,0,0,0,0,0,0,0,0,0,0.011064257,0.00017567,0.054592835,0,0.005961426,0.005580581
New Mexico,20.61873156,42.81664751,28.87581199,22.07479635,36.8928636,53.13682139,53.80593569,39.88836663,44.66275489,23.46113767,38.97284434,34.44551228,46.62984069,40.81033299,38.85778668,35.37711838,8.553511971,30.074514,69.84808102,89.07769897,119.5765937,102.6750904,138.5359256,144.6794553,132.4915227,191500000,449000000,320300000,245000000,447000000,688100000,798200000,651000000,735100000,388600000,572100000,500800000,712900000,651400000,637800000,613100000,147800000,505055114.9,1184700000,1834000000,2513500000,2504743752,3231489001,3988000000,4496000000,0.056489676,0.117305884,0.079111814,0.060478894,0.101076339,0.145580333,0.147413522,0.109283196,0.122363712,0.06427709,0.106774916,0.094371267,0.127752988,0.111809131,0.10645969,0.096923612,0.023434279,0.082395929,0.191364606,0.24404849,0.327607106,0.281301617,0.379550481,0.396382069,0.362990473,0,0,0,0,36.91762391,53.13682139,53.80593569,39.88836663,44.66275489,23.46113767,18.94484882,34.44551228,46.62984069,40.81033299,38.86387915,35.37711838,8.553511971,0,31.05931382,89.07769897,119.5813511,102.6775551,138.4720912,144.6794553,132.4915227,0,0,0,0,447300000,688100000,798200000,651000000,735100000,388600000,278100000,500800000,712900000,651400000,637900000,613100000,147800000,0,526800000,1834000000,2513600000,2504803879,3230000000,3988000000,4496000000,0,0,0,0,0.101144175,0.145580333,0.147413522,0.109283196,0.122363712,0.06427709,0.051903695,0.094371267,0.127752988,0.111809131,0.106476381,0.096923612,0.023434279,0,0.08509401,0.24404849,0.32762014,0.28130837,0.379375592,0.396382069,0.362990473
New York,11.45964487,10.09445368,9.137839018,7.908834711,9.345180078,21.30470666,25.56844822,21.54300169,18.82948174,13.02067501,16.09574346,9.070124429,11.54658429,9.96692673,13.32029783,42.39054346,47.92495811,41.54502056,49.44387872,36.1374222,42.14021092,45.12807882,142.9119974,175.3431768,162.1244777,1167000000,1098000000,1032000000,815000000,1077000000,2546000000,3257000000,3045000000,2754000000,1948000000,2302000000,1376000000,1787000000,1610000000,2235000000,7300000000,8934000000,7749000000,9445000000,7206000000,8944000000,9161000000,33053000000,43451000000,44968000000,0.031396287,0.027656037,0.025035175,0.02166804,0.025603233,0.058369059,0.070050543,0.059021922,0.051587621,0.035673082,0.044097927,0.024849656,0.031634478,0.027306649,0.036493967,0.116138475,0.131301255,0.113821974,0.135462681,0.099006636,0.115452633,0.123638572,0.391539719,0.480392265,0.444176651,5.371401668,5.764319178,6.286691572,6.889905086,6.889575657,7.296820193,7.410689321,7.294198601,8.245590045,8.061054444,8.432435539,7.949542196,8.43863407,8.084972863,8.82655977,10.44084892,9.645072161,9.639688602,9.412397453,10.27053021,11.66582762,12.19704433,14.35043474,25.24560802,22.55494424,547000000,627000000,710000000,710000000,794000000,872000000,944000000,1031000000,1206000000,1206000000,1206000000,1206000000,1306000000,1306000000,1481000000,1798000000,1798000000,1798000000,1798000000,2048000000,2476000000,2476000000,3319000000,6256000000,6256000000,0.014716169,0.015792655,0.017223813,0.018876452,0.01887555,0.019991288,0.020303258,0.019984106,0.022590658,0.022085081,0.023102563,0.021779568,0.023119545,0.022150611,0.024182356,0.028605066,0.026424855,0.026410106,0.02578739,0.028138439,0.031961172,0.03341656,0.03931626,0.069166049,0.061794368
North Carolina,0.988003205,4.275594065,0.100938062,10.55313774,13.81142803,18.27726225,29.47788176,39.26731182,24.64649098,4.498308103,7.628236985,17.31998768,15.14905779,17.24800904,16.05790731,19.71202048,37.09693849,38.17288361,45.64124715,54.87908917,40.05261408,126.3431076,145.4953787,130.9525322,77.3696579,37500000,157500000,3800000,400600000,556400000,791100000,1378200000,2007700000,1385700000,242200000,386900000,878000000,812500000,974900000,920800000,1116100000,2155200000,2309700000,2844300000,3558300000,2640400000,8295100000,10281700000,9599000000,6314000000,0.002706858,0.011713956,0.000276543,0.028912706,0.037839529,0.050074691,0.08076132,0.107581676,0.067524633,0.012324132,0.020899279,0.047452021,0.041504268,0.047254819,0.043994267,0.054005536,0.101635448,0.104583243,0.125044513,0.150353669,0.109733189,0.3461455,0.398617476,0.358774061,0.211971665,0.988003205,4.275594065,0,3.951499405,6.630180493,7.222187057,13.44920334,15.38460302,13.99071213,2.785905101,2.957445199,5.831194029,7.808523572,11.52285187,11.35981844,15.04054891,27.11353819,30.38030682,29.67010019,28.51682991,17.73728285,30.18794702,44.09422565,64.80097178,58.20492161,37500000,157500000,0,150000000,267100000,312600000,628800000,786600000,786600000,150000000,150000000,295600000,418800000,651300000,651400000,851600000,1575200000,1838200000,1849000000,1849000000,1169300000,1982000000,3116000000,4750000000,4750000000,0.002706858,0.011713956,0,0.010826026,0.018164878,0.019786814,0.036847132,0.042149597,0.038330718,0.007632617,0.00810259,0.015975874,0.021393215,0.031569457,0.03112279,0.041206983,0.074283666,0.083233717,0.081287946,0.078128301,0.048595295,0.082706704,0.120806098,0.177536909,0.159465539
North Dakota,28.33117723,45.2919708,8.468677494,8.912790698,31.39302091,68.23561947,111.8426501,178.8932806,197.9609635,202.712207,146.9764654,305.7397202,276.0120574,307.0386266,188.3070745,161.8067702,101.3383511,15.06432538,61.94000833,119.8082763,156.3995113,289.1843431,223.2182986,310.8224943,274.2290026,60000000,102000000,20000000,21000000,76900000,169000000,296000000,496000000,653000000,687000000,638200000,1383200000,1680800000,1979600000,1670000000,1449700000,835500000,103300000,366600000,724200000,999500000,1871300000,1676400000,2226000000,2290000000,0.077619664,0.124087591,0.023201856,0.024418605,0.086008276,0.186946903,0.306418219,0.490118577,0.542358804,0.555375909,0.402675248,0.837643069,0.756197418,0.841201717,0.515909793,0.44330622,0.277639318,0.041272124,0.169698653,0.328241853,0.428491812,0.792285872,0.611556982,0.851568477,0.751312336,0,17.76155718,10.58584687,2.546511628,0,40.37610619,37.78467909,72.13438735,60.63122924,95.89733226,74.8469935,85.40907164,63.4525577,90.501636,65.79471733,63.898997,69.43890606,5.585321028,19.14294311,109.0549789,112.2258424,115.7324612,95.52422297,103.0489671,109.4520997,0,40000000,25000000,6000000,0,100000000,100000000,200000000,200000000,325000000,325000000,386400000,386400000,583500000,583500000,572500000,572500000,38300000,113300000,659200000,717200000,748900000,717400000,738000000,914000000,0,0.0486618,0.02900232,0.006976744,0,0.110619469,0.103519669,0.197628458,0.166112957,0.262732417,0.205060256,0.233997457,0.173842624,0.247949688,0.1802595,0.175065745,0.190243578,0.015302249,0.052446419,0.298780764,0.307468061,0.317075236,0.2617102,0.282325937,0.299868766
Ohio,22.7342597,21.01008787,9.05268317,3.757421656,5.176686005,10.48510122,24.11134273,17.82073765,37.23248769,9.702247394,7.398736817,5.993409022,16.4635485,40.84460562,38.44524725,37.00408436,33.88304126,27.16604209,37.35342201,46.15175811,62.35615381,115.84449,125.3525286,157.693913,66.1097998,1198600000,1217100000,536400000,233200000,338100000,713300000,1642632938,1227800000,2694000000,734500000,510300000,431000000,1220400000,3121300000,3178000000,3189600000,3197900000,2591141400,3255100000,4229600000,3961700000,7413000000,9253214570,11697000000,6369000000,0.062285643,0.057561885,0.024801872,0.010294306,0.014182701,0.028726305,0.066058473,0.048823939,0.102006816,0.0265815,0.020270512,0.016420299,0.045105612,0.111903029,0.105329445,0.101381053,0.09283025,0.074427513,0.102338143,0.126443173,0.170838778,0.317382164,0.343431585,0.432038118,0.181122739,19.01476335,17.44539874,7.223244588,2.91151841,2.766717424,8.450700538,14.83553235,14.69289194,13.9863688,0,0,0,3.330752315,6.307339861,17.87903603,17.14582903,21.23954611,21.32540028,23.34201583,29.3696974,42.36510175,42.062192,36.66066643,36.4811258,39.23615061,1002500000,1010600000,428000000,180700000,180700000,574900000,1010700000,1012300000,1012000000,0,0,0,246900000,482000000,1477935000,1477900000,2004600000,2034051458,2034100000,2691600000,2691600000,2691600000,2706200000,2706000000,3780000000,0.052095242,0.047795613,0.019789711,0.007976763,0.007580048,0.023152604,0.040645294,0.040254498,0.038318819,0,0,0,0.009125349,0.017280383,0.04898366,0.046974874,0.058190537,0.058425754,0.063950728,0.080464924,0.116068772,0.115238882,0.100440182,0.09994829,0.107496303
Oklahoma,35.14202108,47.69761554,10.68991985,2.698590096,21.32815067,34.7541713,41.5239042,44.77972794,50.17985667,34.74702699,20.71230442,23.03908356,42.91278061,38.83337582,30.05353846,24.74412031,14.36218232,11.24936808,27.31753397,58.05659301,26.98688091,119.0987829,185.1508983,164.650291,142.3259479,437600000,629700000,146900000,34400000,284500000,470800000,629400000,767500000,886300000,622800000,290500000,341900000,684500000,667700000,535200000,434100000,240600000,176800000,451600000,1115800000,554000000,2147400000,3775100000,4031000000,4083000000,0.09627951,0.130678399,0.029287452,0.007393398,0.05843329,0.095216908,0.113764121,0.122684186,0.137479059,0.095197334,0.056746039,0.063120777,0.117569262,0.10639281,0.082338462,0.06779211,0.039348445,0.030820187,0.074842559,0.159059159,0.07393666,0.326298035,0.507262735,0.451096688,0.389934104,12.65626719,25.76140868,5.239443359,0.007844739,16.30535245,34.05288705,32.70320831,33.34995764,33.77784327,33.2852863,17.76053367,16.79245283,36.20471995,31.12718697,30.05353846,21.95677296,14.36218232,5.936459514,27.31753397,41.94768354,11.19906845,30.05477808,71.23829295,68.41707699,70.72724668,157600000,340100000,72000000,100000,217500000,461300000,495700000,571600000,596600000,596600000,249100000,249200000,577500000,535200000,535200000,385200000,240600000,93300000,451600000,806200000,229900000,541900000,1452500000,1680000000,2029000000,0.034674705,0.070579202,0.014354639,0.0000215,0.044672198,0.093295581,0.089597831,0.091369747,0.092542036,0.091192565,0.048658996,0.04600672,0.099191014,0.085279964,0.082338462,0.060155542,0.039348445,0.016264273,0.074842559,0.11492516,0.030682379,0.082341858,0.195173405,0.187444047,0.193773279
Oregon,28.09703435,25.23740116,-67.70360597,8.792563651,-29.51446564,25.0754675,32.67401678,92.87911796,32.76633238,6.978943794,-9.962878669,5.27296045,9.297617329,30.12553978,18.9877811,41.27132393,33.82287872,70.6840703,90.048179,143.4207489,38.97519264,173.9518151,179.8459371,267.6631495,120.3458437,373235000,362900000,-1068400000,93100000,-443000000,308600000,544000000,1436700000,626600000,112600000,-173900000,87300000,176400000,556200000,400200000,920000000,833266000,1760985138,2411192395,3997081580,1175238376,5459347699,6726684066,10147000000,5315000000,0.076978176,0.069143565,-0.185489331,0.024089215,-0.08086155,0.068699911,0.089517854,0.254463337,0.089770774,0.019120394,-0.027295558,0.014446467,0.025472924,0.082535725,0.052021318,0.11307212,0.092665421,0.193654987,0.24670734,0.392933559,0.10678135,0.476580315,0.492728595,0.733323697,0.32971464,0,0,0,0,0,0,0,0,32.51532951,6.978943794,12.35190708,0.936207182,6.757111913,3.758922079,7.273430391,17.5492847,22.30460844,30.52967496,35.10515729,46.20443556,38.22442149,43.86913461,42.71168332,54.44532774,52.73480149,0,0,0,0,0,0,0,0,621800000,112600000,215600000,15500000,128200000,69400000,153300000,391200000,549500000,760600000,940000000,1287700000,1152600000,1376800000,1597522881,2064000000,2329000000,0,0,0,0,0,0,0,0,0.089083095,0.019120394,0.033840841,0.002564951,0.018512635,0.010298417,0.019927207,0.048080232,0.061108516,0.083642945,0.096178513,0.126587495,0.104724442,0.12018941,0.11701831,0.149165281,0.144478908
Pennsylvania,32.30753085,26.869125,2.551323093,4.997254915,5.620856237,10.98293138,15.18484056,17.25633573,17.93309182,-17.18785422,-3.875743926,13.82799342,8.850567948,7.120834025,1.043775313,2.581655404,0.026653832,-17.58511601,0.255907853,0.240411964,-24.77966439,2.618395211,97.44834947,118.2105831,110.2282,1707900000,1462100000,142800000,279300000,337025000,693700000,1026100000,1244300000,1325000000,-1275400000,-293500000,1072950000,659200000,541000000,81200000,206200000,2200000,-1538900000,22400000,22000000,-2391000000,244000000,10506000000,13214000000,13472000000,0.088513783,0.073614041,0.006989926,0.013691109,0.015399606,0.030090223,0.041602303,0.047277632,0.049131758,-0.047090012,-0.010618477,0.037884913,0.024248131,0.019509134,0.00286,0.007073029,0.000073,-0.0481784,0.000701117,0.000658663,-0.067889491,0.007173686,0.266981779,0.323864611,0.301995068,20.75899312,20.70545321,0,1.252444841,4.339579535,5.207274226,7.576881753,9.893650975,10.04388486,10.17471376,0.009243682,0.001288783,0.001342623,0.001316235,0.002570875,0.00250403,0.002423076,0.004570827,0.004569783,0.240411964,3.554757375,2.618395211,46.08993418,45.88331168,52.38130464,1097400000,1126700000,0,70000000,260200000,328900000,512000000,713400000,742100000,755000000,700000,100000,100000,100000,200000,200000,200000,400000,400000,22000000,343000000,244000000,4969000000,5129000000,6402000000,0.056873954,0.056727269,0,0.003431356,0.011889259,0.0143,0.0208,0.0271,0.0275,0.0279,0.0000253,0.00000353,0.00000368,0.00000361,0.00000704,0.00000686,0.00000664,0.0000125,0.0000125,0.000658663,0.009739061,0.007173686,0.126273792,0.125707703,0.143510424
Rhode Island,26.70492244,31.00596125,16.89891329,17.1710453,14.541766,16.16180942,15.8783432,9.335415501,6.611009309,2.286418766,16.66883928,24.57205683,31.52176709,31.33597637,26.74333233,37.34647789,36.98455424,25.272568,24.12011793,21.79909315,22.89262099,53.90687658,34.03336871,49.62561576,36.0317903,163200000,210900000,122700000,126600000,108625000,129600000,133700000,82300000,61678000,18800000,130773894,199000000,268600000,276100000,244500000,353400000,359500000,254283578,251027612,234358162,246899191,602374483,488583220,690000000,531000000,0.073164171,0.084947839,0.046298393,0.04704396,0.039840455,0.04427893,0.04350231,0.025576481,0.018112354,0.006264161,0.045668053,0.067320704,0.086361006,0.08585199,0.073269404,0.102319118,0.101327546,0.069239912,0.066082515,0.059723543,0.06271951,0.147690073,0.093242106,0.135960591,0.098717234,11.66704026,11.7172836,11.29348728,11.33885772,11.2840088,11.33571355,11.32979762,8.927061968,11.02942472,9.741603359,14.31159118,16.05209743,18.00237927,19.52114428,19.32738987,19.59263441,19.71137856,19.14200136,19.07318972,18.96182981,8.410753886,20.39930584,19.42974177,19.99408867,22.73192043,71300000,79700000,82000000,83600000,84290000,90900000,95400000,78700000,102900000,80100000,112280314,130000000,153400000,172000000,176700000,185400000,191600000,192600000,198502233,203855250,90710816,227949050,278933475,278000000,335000000,0.031964494,0.032102147,0.030941061,0.031065364,0.030915093,0.031056749,0.031040541,0.024457704,0.030217602,0.026689324,0.039209839,0.043978349,0.049321587,0.053482587,0.052951753,0.05367845,0.054003777,0.052443839,0.052255314,0.051950219,0.023043161,0.055888509,0.053232169,0.054778325,0.062279234
South Carolina,40.5901633,8.860828291,3.559322034,3.339773751,6.002549028,38.37636994,63.92904004,60.09752997,16.55725896,7.658275196,17.47571867,50.28003561,63.25043503,61.58789941,67.0887186,63.29523111,57.50156661,51.38787522,54.88176061,76.59790966,76.29938726,157.132676,261.1533331,212.3918402,156.3179821,573400000,134000000,50400000,45700000,80000000,533400000,987800000,1080980733,324300000,120600000,245000000,711800000,956000000,1046100000,1163300000,1181800000,1131300000,1076400000,1187100000,1708700000,1804700000,3615300000,6865900000,6846000000,5654000000,0.111205927,0.024276242,0.009751567,0.009150065,0.01644534,0.10514074,0.175148055,0.164650767,0.045362353,0.020981576,0.047878681,0.137753522,0.173288863,0.168733971,0.183804708,0.173411592,0.157538539,0.140788699,0.150360988,0.209857287,0.209039417,0.430500482,0.715488584,0.581895453,0.428268444,10.29265738,4.000597848,0,0,1.890802944,5.410391863,9.934306181,9.323344504,4.85536641,0,7.917570499,50.28003561,19.07437282,22.82537865,23.51824933,23.95663977,23.30966008,23.25917206,23.52735909,39.04982683,49.93895729,74.19610855,70.26443034,26.12239694,32.15384033,145400000,60500000,0,0,25200000,75200000,153500000,167700000,95100000,0,111000000,711800000,288300000,387700000,407800000,447300000,458600000,487200000,508900000,871100000,1181200000,1707100000,1847300000,842000000,1163000000,0.028199061,0.010960542,0,0,0.005180282,0.014822991,0.027217277,0.02554341,0.013302374,0,0.021691974,0.137753522,0.052258556,0.062535284,0.06443356,0.065634629,0.063862082,0.063723759,0.064458518,0.106985827,0.136819061,0.20327701,0.192505289,0.071568211,0.088092713
